Recipe,Ingredients,Directions
Recipe 30,"Salt, Black pepper, Butter, Garlic, White onion, Capsicum, Butter, Onion, Allpurpose flour, Chicken stock, Salt, Black pepper powder, Instant yeast, Allpurpose flour, Salt","Prepare Cheese Steak Filling:
-Cut undercut beef into thin strips,sprinkle salt,black pepper crushed,mix well & set aside.
-In a cast iron pan,add cooking oil,butter & let it melt.
-Add seasoned steak strips,garlic bulb,rosemary twig & cook on low flame for 8-10 minutes.
-Take out garlic,rosemary & reserve for later use.
-Add onion,capsicum,mix well & cook for a minute & set aside.
-In the same iron pan,add butter & let it melt.
-Add onion & sauté until translucent.
-Add ½ bulb of roasted garlic pulp & mash gently.
-Add all-purpose flour & mix well.
-Add chicken stock & mix well.
-Add salt,dried thyme,black pepper powder,mix well & cook until it thickens.
-Turn off the flame,add cream & mix well.
-Turn on the flame,add cooked beef & veggies,mix well,cook for a minute & set aside.
Prepare Calzone Dough:
-In a small jug,add warm water,instant yeast,sugar & mix well,cover & let it proof for 5 minutes.
-In a bowl,add all-purpose flour,salt & mix well.
-Gradually add yeast mixture,mix well & knead until dough is formed.
-Add cooking oil & knead well,cover & let it proof for 1 hour (warm place).
-Sprinkle dry flour & knead dough until smooth then cut into 6 portions.
-Take one portion (110g),make a ball,sprinkle dry flour & roll out with the help of rolling pin (8-inches).
-On baking tray (greased & lined with butter paper),place rolled dough,on half side of the dough,add prepared filling,mozzarella cheese & cheddar cheese,apply water & fold the other side over it,press,apply water & seal the edges.
-With the help of knife slightly add cuts on the surface & apply milk on top (makes 6).
-Bake in preheated oven at 200C for 20-22 minutes (on both grills).
-Serve with tomato ketchup!"
Recipe 31,"boiled with soy sauce  vinegar, Black pepper, Garlic powder, Fresh coriander, Allpurpose flour, Eggs","-In a chopper,add chicken,lemon juice,hot sauce,cream,paprika powder,black pepper powder,pink salt,dried oregano,garlic powder & fresh coriander,chop well & set aside.
-On a cheddar cheese slice,add & spread prepared chicken filling (1 tbs) & repeat 1 more layer than cut into fingers (1 inch).
-Now coat with all-purpose flour,dip in whisked eggs & coat with breadcrumbs,again dip in whisked eggs & coat with breadcrumbs (makes 8-10).
-Can be stored in an airtight container for up to 1 month in freezer.
-In a wok,heat cooking oil & fry on medium flame until golden brown."
Recipe 32,"Caster sugar, Garlic powder, Salt, Vinegar, Mince, Salt, Black pepper powder, Garlic powder, Onion","Prepare Sauce:
-In a bowl,add mayonnaise,pickled jalapenos,mustard paste,paprika powder,onion powder,caster sugar,garlic powder,salt,vinegar,water,whisk well & set aside.
Prepare Big Mac:
-In a bowl,add beef mince,salt,black pepper powder,garlic powder & mix well.
-On a tortilla,spray water,add beef mixture (60g) & spread evenly.
-On a cast iron griddle,add cooking oil & stuffed tortilla (mince side down),press gently with the help of patty smasher & cook on medium flame for 3-4 minutes.
-Flip the tortilla,add cheddar cheese slice,cover & cook on low flame until cheese melts (1-2 minutes).
-Add prepared sauce,onion,iceberg,fold the tortilla & serve (makes 7-8)."
Recipe 33,"Yogurt, Garlic paste, Black pepper, Salt, Red chilli powder, Baby potatoes, Baby onion, Baby onion, Yogurt, Black pepper powder, Salt, Garlic paste, Cucumber, Fresh coriander","-In a bowl,add tomato paste,yogurt,garlic paste,lemon juice,olive oil,black pepper crushed,salt, paprika powder,curry powder,red chilli powder,dried thyme,dried oregano & whisk well.
-Prick chicken legs & baby potatoes with the help of fork & add in bowl,mix well,cover & marinate for 2-4 hours.
Option 1: Roast in Air fryer
-Place aluminum foil dish in air fryer & add marinated chicken & baby potatoes.
-Air fry in preheated air fryer at 150C for 15 minutes.
-Turn sides in between & apply remaining marinade,add baby onions & apply remaining marinade.
-Air fry again at 150C for 15 minutes.
Option 2: Roast in a Pan
-In a cast iron pan,add cooking oil,marinated chicken with baby potatoes,cover & cook on low flame 12-14 minutes.
-Turn sides in between,add baby onions & apply remaining marinade,cover & cook on low flame for 10-12 minutes.
Prepare Yogurt Sauce:
-In a bowl,add yogurt,black pepper powder,salt,garlic paste,lemon juice,cucumber & whisk well.
-Garnish with fresh coriander & serve with prepared yogurt sauce."
Recipe 34,"Butter, Eggs, Milk, Caster sugar, Butter, Caster sugar, Cinnamon powder","Prepare Bread Pops with Leftover Bread Crust:
-Twist leftover bread crust like a pinwheel then inserts a wooden skewer in it.
-Apply melted butter on both sides.
-Air fry in preheated air fryer at 180C until golden (7 minutes).
-Decorate with melted chocolate,multi sprinkle & serve!
Prepare Cinnamon Roll with Leftover Bread Crust:
-In a bowl,add eggs,milk,caster sugar,vanilla essence & whisk well.
-Grease butter paper with butter & place cookie cutter (3 inches).
-Dip the sides of bread in prepared batter one by one & place inside the cookie cutter so that it forms rings.Make 2 layers of bread sides & apply melted butter on it.
-In a bowl,add caster sugar,cinnamon powder & mix well.
-Sprinkle cinnamon sugar & air fry in preheated air fryer at 180C for 6 minutes.
Prepare Cream Cheese Frosting:
-In a bowl,add cream cheese frosting,sugar & mix well.
-Drizzle prepared cream cheese frosting & serve!"
Recipe 35,"Cucumber, Ginger, Mint","-In a kettle,add water & bring it to boil.
-Turn off the flame,add tea bags & let it steep for 4-5 minutes.
-Let it cool.
-In a blender jug,add cucumber,ginger,mint leaves,prepared green tea,honey,blend well & set aside.
-In a serving glass,add ice cubes,cucumber slices,prepared cooler (1/2 Cup) & soda water.
-Garnish with lime slice,mint leaves & serve!
-Serves 2"
Recipe 36,"Tamarind pulp, optional, Salt, Red chilli powder, Capsicum, Onion, Ginger, Garlic, Dried red chillies, Sesame seeds, Spring onion","-In a bowl,add tamarind pulp,soy sauce,fish sauce,salt,sugar,red chilli powder & whisk well.
-Make slits on chicken pieces.
-In marinade,add chicken,mix well,cover & marinate for 1 hour.
-In a frying pan,add cooking oil,capsicum,onion & sauté for 1-2 minutes & set aside.
-In a frying pan,add cooking oil,ginger,garlic,dried red chillies & sauté for a minute.
-Add marinated chicken along with marinade,cover & cook on low flame for 18-20 minutes & stir in between then cook on high flame for 2-3 minutes.
-Add sauteed onion & capsicum & mix well.
-Add sesame seeds,garnish with spring onion leaves & serve with rice!"
Recipe 37,"Mint, optional","-In a kettle,add water & bring it to boil.
-Turn off the flame,add tea bags & let it steep for 4-5 minutes.
-Let it cool.
-In a kettle,add water & bring it to boil.
-Add mint leave,mix well & cook on low flame for a minute then strain.
-Add lemon juice,honey,green food color & mix well.
-Let it cool.
-Storable mint syrup is ready.
-Mint syrup is used in many mocktails,teas & drinks.
-It can be stored in refrigerator for up to 1 month.
-In a jug,add prepared green tea,apple juice,prepared mint syrup chilled & mix well.
-In a serving glass,add ice cubes,lemon slice,apple slices & prepared mixture.
-Garnish with mint leaves & serve!"
Recipe 38,"Allpurpose flour, Salt, Egg, Eggplant, optional, Vinegar, Red chilli powder, Salt, Sesame seeds, Spring onion","-In a bowl,add all-purpose flour,cornflour,baking powder,salt,egg,water,whisk well & set aside.
-Peel eggplant & cut half inch thick slices.
-In a wok,heat cooking oil,dip eggplant slices in prepared batter & fry on medium flame until golden & set aside.
-In a wok,add cooking oil,tomato ketchup,gochujang hot pepper paste,soy sauce,vinegar,sugar,red chilli powder,salt,cornflour,water & whisk well.
-Turn on the flame & cook on low flame until it thickens (1-2 minutes).
-Add fried eggplant & mix gently.
-Add sesame seeds,spring onion leaves.
-Garnish with green onion leaves & serve with rice!"
Recipe 39,"Mince, Onion, Garlic, Salt, Coriander powder, Black pepper powder, Cumin powder, Cinnamon powder, room temperature, Yogurt, Salt, Dill, Mint leaves, Cucumber, Onion, Tomato","Prepare Doner Kabab:
-In a chopper,add beef mince,onion,garlic,salt,coriander powder,paprika powder,black pepper powder,cumin powder,dried oregano,cinnamon powder & chop well.
-Gradually add water & chop well.
-Grease heat proof dish (7 x 5.5 inches) with cooking oil,add beef mixture,spread evenly & grease with cooking oil.
Option # 1: Baking
-Bake in preheated oven at 160C for 30-35 minutes.
Option # 2: Air Frying
-Air fry in preheated air fryer at 150C for 40 minutes & continue air frying at 180C for 10 minutes.
-Let it rest for 10 minutes & cut into thin slices.
-In a frying pan,add cooking oil & fry beef slices from both sides until golden brown.
Prepare Cream Sauce:
-In a bowl,add cream,lemon juice,whisk well & let it rest for 2-3 minutes.
-Add yogurt,tahini paste,salt,sugar,dill,dried mint,whisk well & transfer to a squeeze bottle.
Assembling:
-Cut Taftan bread in quarter pieces.Take one quarter piece & cut it open from the center.
-Add & spread prepared cream sauce,add cucumber,onion,iceberg,tomato,pickled jalapenos,cooked doner kababs,prepared cream sauce & serve (makes 8)!"
Recipe 40,"Black lentil gram, soaked for 2 hours, Ginger garlic paste, Red chilli powder, Turmeric powder, Tomato, Salt, Tamarind pulp, if required, Garlic, Cumin seeds, Button red chillies, Curry leaves, Mustard seeds, Mustard seeds, Fennel seeds, Fenugreek seeds, Carom seeds, Salt, Red chilli, Nigella seeds, Black salt, Kashmiri red chilli, Green chillies, Garlic, 1 Cup, Mustard oil, Vinegar","Prepare Malka Masoor Daal:
-In a pot,add black lentil gram,ginger garlic paste,red chilli powder,turmeric powder,tomato,water, mix well & bring it to boil,cover & cook on low flame for 20-25 minutes.
-Remove tomato skin,turn off the flame & mash with the help of wooden masher.
-Turn on the flame,add salt,tamarind pulp,mix well & cook for 1-2 minutes.
-If required,add hot water & mix well.
Prepare Tarka:
-In a frying pan,add cooking oil,garlic & sauté for a minute.
-Add cumin seeds,button red chillies,curry leaves & mix well.
-Pour prepared tadka in daal & serve!
Prepare Hari Mirch & Lehsan ka Quick Achar:
-In a frying pan,add black mustard seeds,yellow mustard seeds,fennel seeds,fenugreek seeds,carom seeds & dry roast until fragrant (1-2 minutes).
-Let it cool.
-In mortal & pestle,add roasted spices & crush coarsely.
-Add salt,red chilli crushed,nigella seeds,black salt,kashmiri red chilli powder,mix well & set aside.
-Roughly chop green chillies & garlic.
-In a wok,add mustard oil & bring it to smoke point.
-Turn off the flame & let it rest for 5 minutes.
-Add chopped green chillies & garlic,turn on the flame,mix well & cook on medium flame for 3-4 minutes.
-Add vinegar,mix well & cook for 2-3 minutes.
-Add prepared spice mix,mix well & cook on low flame for 2-3 minutes.
-Let it cool.
-Can be stored in an airtight jar in refrigerator until use."
Recipe 41,"Gram flour, Potatoes, Cabbage, Onion, Ginger garlic paste, Green chilli, Salt, Cumin seeds, Red chilli powder, Coriander seeds, Turmeric powder, Fresh coriander, Salan, Onion, Tomatoes, Green chillies, Fresh coriander, Carom seeds, Ginger garlic paste, Salt, Red chilli powder, Cumin powder, Turmeric powder, Yogurt, Fresh coriander, Green chillies, Fresh coriander","Prepare Pakoray:
-In a bowl,add gram flour,potatoes,cabbage,onion,ginger garlic paste,green chilli,salt,cumin seeds, red chili powder,baking soda,coriander seeds,turmeric powder,fresh coriander,water & mix well,cover & let it rest for 5 minutes.
-In a wok,heat cooking oil & fry pakoray on medium flame until golden & crispy.
Prepare Curry (Salan):
-In a blender jug,add onion,tomatoes,green chillies,fresh coriander,water & blend well.
-In a pot,add cooking oil,carom seeds & mix well.
-Add blended paste & cook on medium flame for 4-5 minutes.
-Add ginger garlic paste,salt,red chilli powder,cumin powder,turmeric powder,garam masala powder, yogurt,mix well & cook until oil separates (10-12 minutes).
-Add water,mix well & bring it to boil,cover & cook on low flame for 12-15 minutes.
-Add pakoray & mix gently.
-Add fresh coriander,green chillies & simmer for few minutes.
-Garnish with fresh coriander & serve!"
Recipe 42,"soft, Garlic, Black pepper, Salt, Red chilli, one person serving, Black pepper","Prepare Compound Butter:
-In a bowl,add butter,fresh parsley,fresh basil leaves,fresh rosemary,garlic,lemon zest,mustard paste, cayenne pepper,black pepper crushed,salt,red chilli crushed & mix until well combined.
-On a clean surface,spread cling film & add herbs butter,seal properly & refrigerate until set (2 hours).
Prepare Perfect Steak:
-On a steak piece,sprinkle pink salt,black pepper crushed on both sides & rub gently.
-In a cast iron skillet,add cooking oil,butter & let it melt.
-Add seasoned steak piece,press with patty press to lock the juices,flip,repeat the process & cook on medium flame from both sides until done,rest it for 2 minutes then cut into pieces.
Cooking time for perfect steak:
-Rare 2 minutes each side
-Medium 3 minutes each side
-Medium well 4 minutes each side
-Well done 5-6 minutes each side
-Cut compound butter into slices & place them on medium well steak & melt it with blow torch.
-Serve with stir fried beans & potato fries!"
Recipe 43,"Potato, Salt, Black pepper powder, Egg, Red chilli, Salt, Fresh coriander, Green chilli","-Cut thick slices of a peeled potato.
-Place slice of potato in between 2 sticks & make cuts in it then turn side & makes cuts diagonally.
-Sprinkle salt,black pepper powder,dried oregano,cooking oil & rub well on both sides.
-In a frying pan,add cooking oil & fry seasoned potato on low flame from both sides until golden brown & set aside.
-In a frying pan,add cooking oil,cheddar cheese,egg,sprinkle red chilli crushed,dried oregano,salt then flip & cook on low flame until done.
-On a serving plate,add fried potatoes,fried cheese egg,fresh coriander,green chilli & serve with French bread,sour cream & chilli garlic sauce!"
